,Размер,Вес,Сладость,Хрусткость,Сочность,Спелость,Кислотность,Качество
1349,1.088,0.68,-1.434,0.757,1.883,-1.194,1.408,1
1350,-3.261,-0.694,1.345,1.482,-0.784,1.114,1.842,0
1351,2.007,-1.519,-2.641,1.216,-1.989,0.998,-0.577,0
1352,-2.805,-1.256,-1.207,1.272,-2.648,1.271,-1.425,0
1353,-2.343,-0.083,0.184,0.196,1.513,0.794,-2.496,1
1354,3.755,-4.385,-3.032,1.195,-0.39,2.076,-0.475,1
1355,-0.876,-2.292,-0.462,1.603,0.311,1.692,-1.559,0
1356,2.959,0.374,-2.62,-0.565,-0.208,1.951,1.514,1
1357,-2.456,-1.169,-0.915,0.032,1.156,2.34,0.597,0
1358,-0.952,2.866,-3.583,0.243,1.838,-0.47,-3.488,1
1359,-2.28,-0.29,0.199,1.51,0.317,1.207,1.064,1
1360,-4.774,-1.035,-0.469,1.979,-1.246,3.656,0.81,0
1361,1.698,-0.923,-3.853,0.874,-1.923,0.652,-0.949,0
1362,1.936,-3.746,-0.922,0.106,3.349,-0.453,1.617,1
1363,1.948,-0.776,0.714,2.223,-0.019,-1.301,0.816,0
1364,-0.622,0.34,-0.475,0.017,-2.725,0.999,1.193,0
1365,-1.973,1.732,-3.322,-0.698,-0.611,3.564,1.426,0
1366,-3.626,-1.934,1.308,0.902,2.161,0.268,5.0,0
1367,0.892,0.188,-1.096,1.282,-0.455,1.356,-0.388,1
1368,-1.641,-1.357,3.142,-1.74,-0.016,1.022,-2.348,1
1369,1.925,-4.011,-3.972,2.075,1.262,0.952,-0.222,1
1370,0.428,-3.626,2.678,-0.569,0.063,2.675,-1.5,1
1371,-1.305,-0.086,-1.419,3.049,-0.566,1.154,1.753,0
1372,-0.857,-1.193,-0.794,0.423,0.9,3.061,-0.158,0
1373,1.9,-2.803,-0.33,1.515,0.184,-0.247,2.927,1
1374,-3.641,-2.978,-1.585,0.001,4.371,5.538,1.279,0
1375,-1.682,0.568,-1.092,0.104,1.862,1.442,-0.572,0
1376,1.422,-2.541,0.548,-0.861,2.99,-1.122,2.553,1
1377,-0.901,-0.092,-0.089,1.616,-0.532,-2.144,1.102,1
1378,-0.304,1.8,1.927,0.488,2.494,-3.777,4.021,1
1379,-1.976,-0.186,0.012,0.077,0.84,-0.456,2.203,0
1380,-2.021,0.353,-1.488,-0.848,1.682,3.119,-0.481,0
1381,6.406,-2.752,-4.164,0.415,1.0,3.996,1.724,1
1382,-0.611,1.79,-0.232,4.326,0.128,-3.717,2.233,1
1383,0.475,-1.833,2.566,2.457,-4.196,-3.165,-0.053,0
1384,-0.383,-0.215,0.553,0.56,-0.87,1.628,-0.721,1
1385,1.142,1.138,-0.445,-0.771,1.536,-0.696,3.56,1
1386,0.537,-6.001,3.597,3.961,2.368,3.028,2.346,1
1387,-1.558,-3.282,3.627,0.994,0.195,1.303,0.624,1
1388,-2.288,-1.431,-0.223,0.64,-0.01,0.64,-2.597,0
1389,-3.608,-0.76,1.635,-1.218,1.414,0.364,-3.518,1
1390,-3.813,-0.537,1.663,-1.749,1.255,3.3,-0.275,0
1391,0.564,-0.139,-3.813,-0.984,2.153,0.948,-0.031,0
1392,0.565,-0.278,-1.066,0.416,-0.741,1.261,0.502,0
1393,1.051,-0.582,-0.856,0.487,-0.415,-0.272,0.751,1
1394,-2.584,2.181,0.731,-1.536,-1.464,0.283,-0.102,1
1395,0.6,-2.856,-0.665,3.347,-3.779,-1.612,-2.069,0
1396,-0.196,-3.869,-0.849,-1.39,1.768,-0.302,0.707,1
1397,1.355,-2.28,-0.5,0.487,2.179,-0.928,1.775,1
1398,0.934,-2.002,0.125,0.884,0.549,1.805,-2.312,1
1399,3.036,-1.309,1.057,3.633,-1.659,-3.917,0.096,0
1400,1.115,0.175,-2.742,1.192,1.539,0.046,-0.221,0
1401,-5.641,0.608,1.761,2.058,1.8,3.143,1.393,0
1402,0.026,-0.874,0.266,-1.139,-2.282,3.338,-0.418,1
1403,-0.233,3.441,-1.196,1.082,3.179,-2.824,2.012,1
1404,2.835,-1.502,-2.795,0.316,1.579,0.22,-0.419,0
1405,-0.252,-0.242,-1.983,1.03,-1.779,0.022,0.089,1
1406,0.217,-4.103,-0.244,0.849,1.942,-1.239,2.691,1
1407,-1.345,-1.095,-0.301,0.96,-0.235,0.811,-1.019,0
1408,-1.388,1.14,-2.184,-0.435,2.116,2.248,-0.313,0
1409,-2.338,-1.465,-1.967,0.106,-0.639,3.59,-1.475,0
1410,-5.222,1.645,0.708,-1.65,0.972,0.444,-2.183,1
1411,-5.478,-0.982,4.638,1.44,0.901,-2.404,5.747,0
1412,-0.737,2.541,-0.306,1.877,2.841,-3.858,1.272,1
1413,-1.308,1.099,-1.675,0.897,1.378,0.202,-2.636,1
1414,-2.344,-1.702,2.108,-0.149,-0.155,1.905,-0.27,1
1415,0.43,0.849,-1.413,2.313,-1.947,0.417,-3.117,0
1416,-4.014,-1.64,0.276,-0.385,1.904,2.59,-3.072,0
1417,0.572,-0.165,-3.657,2.41,-0.865,1.343,0.141,0
1418,-0.585,-1.159,0.811,2.245,0.509,2.274,3.092,1
1419,0.164,-0.583,-2.475,2.464,0.095,2.374,0.123,0
1420,-1.304,-5.032,0.291,3.394,0.031,-3.116,-0.186,1
1421,0.3,1.447,-4.134,1.887,-2.035,0.294,-3.558,1
1422,-1.135,-0.654,2.76,0.521,-1.039,-3.98,4.33,0
1423,1.592,-2.883,-2.525,0.514,-2.246,1.474,-3.296,0
1424,-1.545,-1.979,-0.589,1.984,1.261,4.329,-1.098,0
1425,1.392,0.86,0.232,-0.303,1.877,-1.527,0.964,1
1426,-1.692,-0.019,0.625,1.536,2.362,-0.615,-3.481,1
1427,-2.472,0.331,2.077,1.729,1.963,-1.679,3.501,0
1428,0.724,0.414,-1.186,2.168,-0.421,0.351,1.834,0
1429,-0.279,-2.127,0.441,0.391,-1.626,-0.561,-2.628,0
1430,-1.559,-0.695,-1.54,1.626,-2.092,-0.329,-1.732,0
1431,-0.763,1.564,-0.762,0.188,0.51,0.37,0.644,1
1432,0.537,-0.016,-1.124,1.642,-0.973,-0.69,1.346,1
1433,-2.678,-3.76,0.045,-0.667,-0.334,3.063,-4.467,0
1434,-0.499,-1.678,-3.553,-0.182,0.324,4.211,-2.381,0
1435,1.803,0.166,-2.353,-0.192,1.974,-2.761,0.827,0
1436,-0.393,-2.061,-1.498,0.646,2.46,2.518,-0.973,0
1437,-1.577,-0.532,1.548,-1.146,-0.412,1.461,-1.162,1
1438,2.724,-2.197,-1.276,0.573,1.659,0.008,1.085,1
1439,0.013,0.349,0.193,-0.135,-0.199,1.214,1.622,0
1440,-2.115,-1.743,-0.99,1.989,-0.468,1.323,-1.613,0
1441,-1.216,-2.3,0.399,2.806,-1.444,1.332,1.08,0
1442,1.199,-3.509,-1.468,1.923,4.504,-2.115,1.833,1
1443,-1.044,-2.29,-3.341,0.517,3.129,3.735,-0.155,0
1444,-1.321,-0.649,-1.7,1.297,-1.293,1.486,-0.476,0
1445,1.662,-2.818,1.266,2.468,-2.929,-1.314,-0.542,0
1446,1.12,4.151,-1.7,0.484,-3.993,0.855,0.496,1
1447,-2.101,0.795,1.42,0.578,1.849,-1.176,-4.795,1
1448,-0.241,0.93,-0.137,1.085,-0.716,-0.711,1.163,0
1449,-1.018,-1.234,-0.712,2.214,0.951,1.257,-0.574,1
1450,1.74,-1.472,1.535,2.759,-2.126,-2.22,0.47,0
1451,2.205,1.374,-2.017,0.514,2.93,-0.492,1.777,1
1452,2.741,-2.681,-1.572,1.285,1.543,-0.063,0.388,1
1453,-2.904,-1.418,-0.973,2.132,-0.845,4.659,-3.192,0
1454,0.605,-0.321,-1.396,1.576,0.764,1.371,-1.743,1
1455,-3.73,-1.725,-3.325,1.02,0.117,3.763,-3.054,0
1456,0.732,-0.571,-0.333,-1.302,2.168,-0.604,2.295,1
1457,0.529,-0.166,-0.476,1.408,-1.165,-0.811,0.02,0
1458,1.87,-4.994,4.717,0.964,-0.503,3.779,0.338,1
1459,1.712,-2.065,-2.207,1.997,1.522,-0.185,2.339,1
1460,2.215,-1.099,-5.549,2.028,-2.62,2.745,-0.226,0
1461,0.078,-3.017,-1.025,1.965,0.446,-0.953,3.008,1
1462,0.489,-0.048,1.305,0.631,-0.35,1.301,-2.163,1
1463,1.046,-3.745,-4.503,5.664,1.674,-1.04,-0.608,1
1464,-0.559,1.095,0.76,-0.245,-0.274,0.378,-4.321,1
1465,-4.347,-2.388,1.766,1.354,1.198,1.468,4.659,0
1466,3.256,-0.919,0.048,3.203,1.143,-1.312,4.392,1
1467,-0.545,0.888,-0.06,4.379,0.476,-3.985,1.565,1
1468,1.711,-3.071,1.689,2.047,1.199,1.399,-2.911,1
1469,-1.047,-4.223,-0.41,0.887,3.458,2.706,2.019,0
1470,3.561,-1.507,-1.713,-0.563,4.636,0.46,3.473,1
1471,3.143,-0.252,0.488,2.359,-3.112,-2.955,1.557,0
1472,1.052,-2.57,2.432,0.065,-1.487,3.125,-0.86,1
1473,-3.31,0.95,0.578,1.149,1.922,-1.209,-1.117,1
1474,0.393,-1.417,-2.961,2.529,1.655,2.96,-0.389,0
1475,-1.445,-0.349,-0.848,1.704,-1.657,0.394,2.267,0
1476,1.803,-0.516,-3.738,2.623,-2.527,0.825,-2.529,1
1477,2.055,-3.217,-1.132,-0.007,2.035,-0.096,1.371,1
1478,2.51,0.717,0.743,0.985,4.027,-2.28,4.301,1
1479,-1.383,-0.277,0.758,1.821,1.345,0.399,-0.207,1
1480,-0.864,0.897,0.228,-6.055,2.947,0.072,1.293,1
1481,-1.408,2.416,-1.303,0.644,0.43,-2.179,0.308,1
1482,0.001,1.702,0.443,1.029,1.506,-0.346,2.545,0
1483,-1.628,-2.107,1.408,0.674,1.122,0.097,-2.915,0
1484,-0.211,-0.986,-2.929,0.472,3.848,2.296,1.982,0
1485,0.262,-1.927,3.693,-2.901,2.202,-2.319,2.615,1
1486,2.714,0.011,-1.468,1.941,-0.195,-0.311,1.149,0
1487,-2.556,-1.124,0.471,1.584,-0.801,1.616,0.66,0
1488,-2.683,-0.766,2.261,-0.797,0.878,0.595,0.199,1
1489,-1.79,-2.883,-2.287,2.225,-0.703,3.738,-1.615,0
1490,-0.616,-0.187,-1.668,1.751,0.714,-0.451,-1.674,0
1491,-1.689,1.854,-1.709,4.169,-3.246,-2.353,-0.921,1
1492,0.907,-2.208,-0.162,3.073,-0.768,-1.668,1.036,1
1493,-4.236,-2.075,-0.47,-0.104,-1.466,2.895,-2.693,0
1494,1.692,0.356,-0.766,-0.946,1.224,-0.137,2.505,1
1495,-0.804,-1.05,0.33,2.492,1.5,-3.434,1.631,1
1496,0.953,-1.053,-3.279,1.897,-1.215,2.249,-0.083,0
1497,3.166,0.955,-1.768,0.059,-0.264,-2.061,-1.427,0
1498,1.529,1.295,-1.834,0.965,-0.176,1.586,-0.065,1
1499,-1.35,-0.926,0.777,0.97,-1.719,0.089,-0.213,0
1500,-1.36,-0.739,-3.491,1.046,-0.74,2.381,-1.59,0
1501,0.688,-0.135,-1.257,3.238,-1.206,-1.336,1.004,1
1502,0.822,-2.601,-2.255,2.291,2.378,-1.043,1.93,1
1503,0.319,-2.088,-0.271,1.473,2.203,-2.459,-0.259,1
1504,-5.49,-0.88,3.218,0.73,3.609,0.701,3.069,0
1505,1.554,-0.207,-1.542,1.114,1.267,0.048,0.473,0
1506,0.353,-0.855,0.469,2.708,0.535,-3.282,-0.452,1
1507,0.427,-3.727,-1.153,1.555,0.884,-0.833,0.61,1
1508,-4.582,-0.691,2.549,1.582,-0.945,-0.212,2.345,0
1509,3.105,-0.993,-2.083,3.241,-2.215,0.153,1.473,0
1510,1.163,-3.813,-1.302,0.789,3.44,-0.936,2.196,1
1511,0.296,0.091,-2.569,6.725,-5.262,-1.002,-0.866,1
1512,0.251,-1.686,-2.483,-0.626,3.003,-1.295,5.268,0
1513,-1.349,-1.628,0.837,1.511,-2.433,1.429,0.803,0
1514,0.187,1.546,-1.738,3.992,-1.46,-1.387,2.026,1
1515,-3.138,1.297,-1.107,-0.119,-1.451,1.852,1.244,0
1516,-6.69,3.556,0.165,0.143,2.568,-2.319,-2.037,1
1517,-0.612,-0.783,-0.252,1.752,0.172,-0.973,2.887,0
1518,-0.896,-0.896,-1.276,0.578,4.599,0.525,2.599,0
1519,0.072,-1.357,1.271,3.069,-0.284,1.106,0.977,1
1520,-1.776,-0.804,-3.711,0.034,0.706,4.054,-1.937,0
1521,-1.275,-2.951,-0.479,-0.479,2.529,-0.433,4.281,0
1522,1.288,-1.493,-2.711,0.789,3.191,-0.209,1.839,1
1523,1.732,-6.582,3.625,1.389,1.574,3.309,-1.7,1
1524,-1.724,-0.975,-1.737,0.842,0.596,1.455,-2.11,0
1525,3.945,2.755,-2.645,3.956,-1.929,0.439,1.339,1
1526,2.222,-0.248,-2.354,2.901,-2.322,-1.466,-0.001,0
1527,-3.325,-1.048,0.784,2.178,0.459,1.7,2.961,0
1528,-0.819,-0.86,-0.587,1.716,-2.576,-0.208,-0.267,0
1529,0.084,-1.59,1.254,1.772,-2.721,-1.942,-0.78,0
1530,-0.313,-2.376,-0.551,2.368,1.465,-2.76,-1.384,1
1531,0.374,-1.424,-0.684,-1.356,1.993,-0.603,0.342,1
1532,2.172,-1.668,-2.127,-0.209,1.985,-2.318,4.037,0
1533,0.201,-3.191,1.081,-0.39,-1.275,4.175,-0.885,1
1534,2.891,-4.212,-3.068,0.452,4.529,0.605,0.802,1
1535,1.142,-1.535,0.659,0.956,1.094,1.549,-1.767,1
1536,-0.391,-1.709,0.583,0.765,-0.35,1.452,-0.32,0
1537,-1.419,0.214,-3.331,-0.602,-4.487,1.761,-0.762,0
1538,-4.41,-1.437,-0.177,0.035,4.4,2.317,4.148,0
1539,-1.781,0.704,-1.838,0.319,-0.864,1.695,0.72,0
1540,-1.756,-0.361,-2.278,1.545,-0.077,2.61,0.025,0
1541,0.137,-2.441,1.5,3.424,2.883,-4.422,2.723,1
1542,-0.308,0.425,1.523,2.792,-1.087,-1.531,0.271,0
1543,0.302,-4.271,2.457,3.706,3.272,1.073,1.226,1
1544,-0.038,-0.16,-0.902,0.695,0.96,-2.142,-2.918,1
1545,-3.765,-1.791,-0.465,1.604,-0.339,4.586,-1.53,0
1546,-1.879,3.183,-2.261,1.499,3.024,-1.481,-3.91,1
1547,-0.32,1.938,-1.197,-1.134,-1.973,1.934,-1.815,1
1548,2.637,-4.31,-2.074,-1.871,2.514,1.735,0.752,1
1549,-0.738,-1.137,0.863,0.693,-0.332,1.331,-2.187,1
1550,2.71,-1.214,-0.416,0.061,1.321,-0.136,2.058,1
1551,3.641,-3.239,0.398,-2.093,3.111,0.527,3.104,1
1552,-0.196,-1.535,0.828,1.718,0.838,1.396,0.644,1
1553,1.228,-0.278,-0.019,0.849,4.325,-3.118,0.694,1
1554,-1.966,-1.958,-0.186,0.981,-3.068,0.687,-1.756,0
1555,0.142,2.183,-2.485,0.349,-1.977,-0.555,1.399,0
1556,-1.378,-3.006,3.539,1.094,2.481,0.678,-1.244,1
1557,4.486,0.014,-1.958,0.119,1.627,1.115,1.667,1
1558,-0.546,-2.923,1.049,1.374,-3.747,-1.799,-3.078,0
1559,0.355,0.204,0.918,-1.097,3.781,-2.489,2.919,1
1560,2.176,-1.627,0.894,1.95,1.289,1.402,-2.268,1
1561,0.644,-3.77,-2.492,-1.488,1.736,0.945,-0.039,1
1562,2.166,-0.383,-1.106,-1.298,0.996,0.806,2.078,1
1563,-1.872,-0.233,1.116,-0.306,-2.166,1.0,0.811,0
1564,1.909,-0.708,1.215,-1.987,2.794,-0.731,4.808,1
1565,-2.454,-1.348,0.651,1.525,-2.702,0.373,-0.399,0
1566,0.991,-1.036,1.719,0.71,3.579,-3.064,3.954,1
1567,-1.797,-0.609,0.361,2.832,-1.812,1.051,1.216,0
1568,-3.032,-0.265,1.084,1.82,0.705,-4.471,0.775,1
1569,1.013,-2.727,-0.589,3.408,-4.006,-0.947,-0.991,0
1570,-2.231,-0.429,-0.423,2.738,2.313,0.123,-0.887,1
1571,-1.264,-0.738,-3.41,-0.886,0.978,4.604,-1.646,0
1572,1.336,-0.422,-0.91,3.032,0.784,-2.021,0.898,1
1573,2.921,0.845,-1.828,1.465,1.047,-1.799,0.254,0
1574,0.82,-2.1,-2.165,2.747,1.448,-1.373,0.428,1
1575,3.335,-1.644,-1.99,2.364,0.574,0.433,2.416,1
1576,0.913,-1.044,0.378,1.468,1.119,-1.911,2.59,1
1577,-0.174,2.187,-1.657,0.94,-1.242,-0.967,0.061,1
1578,-0.506,-2.695,1.228,0.898,1.13,1.932,-0.485,1
1579,-1.637,-1.899,0.912,2.236,1.914,0.839,0.524,1
1580,1.304,0.253,0.528,0.225,2.844,-1.865,3.226,1
1581,0.762,-0.425,-4.208,0.633,0.804,2.274,-1.875,0
1582,1.392,-2.047,-0.451,2.894,0.85,2.25,-0.264,1
1583,-0.72,-2.892,1.392,2.478,-1.826,-2.793,-3.524,0
1584,-1.764,0.758,-0.559,1.569,0.047,0.749,-0.415,0
1585,-0.997,-0.825,-0.226,-0.146,-2.249,1.863,0.269,0
1586,2.125,-1.226,-3.246,1.986,1.952,-0.274,-0.954,1
1587,-1.602,-0.623,-2.473,-0.332,0.527,2.135,-2.446,0
1588,0.556,1.537,-0.344,2.153,0.061,-2.111,1.622,1
1589,-1.668,-2.419,3.402,0.244,1.895,0.691,-0.709,1
1590,0.667,-4.5,2.986,2.732,2.605,2.224,1.445,1
1591,-1.159,-1.084,-1.054,0.391,2.384,0.388,2.264,0
1592,-3.475,1.107,-0.69,-1.314,-0.047,0.944,-1.508,1
1593,-2.955,0.356,1.415,0.413,1.879,-0.873,2.724,0
1594,0.135,-0.676,2.412,1.604,0.217,-2.957,4.744,1
1595,-3.192,0.374,0.637,-0.626,1.041,0.324,-2.315,1
1596,-1.444,-0.13,1.576,1.085,0.176,0.824,-0.515,1
1597,2.362,0.615,-2.339,-1.616,2.54,0.925,2.389,1
1598,-3.12,-2.341,0.717,1.502,0.325,2.278,1.723,0
1599,1.194,-1.338,-1.826,2.024,-0.462,0.302,0.661,0
1600,0.513,0.224,0.337,1.799,-0.313,-2.156,0.668,1
1601,-0.207,-4.496,3.874,1.491,1.585,1.383,-0.787,1
1602,1.157,-1.904,-3.32,1.369,0.506,0.278,-2.033,1
1603,0.973,-1.739,-1.459,-3.68,1.792,1.02,-1.271,1
1604,-0.159,-1.67,0.168,-0.006,0.263,2.103,-3.395,1
1605,-0.957,-0.901,-0.384,-0.404,0.989,-2.195,2.71,0
1606,-0.575,1.472,-1.906,1.872,2.034,0.118,-2.203,1
1607,0.331,-1.097,0.518,1.242,0.771,-0.001,-0.741,0
1608,-1.167,-2.28,1.243,2.691,0.02,1.537,1.456,1
1609,0.887,-1.383,-0.347,1.944,3.76,-2.933,1.385,1
1610,-0.262,-1.733,0.465,-0.821,2.103,-2.045,4.623,0
1611,-1.305,-0.028,0.888,1.075,1.434,1.397,1.582,0
1612,0.401,0.211,0.505,-1.363,-1.166,-0.274,1.284,1
1613,0.116,-1.428,-3.181,1.058,-1.319,3.461,-0.924,0
1614,-2.382,-1.622,-0.478,0.286,3.425,0.376,4.265,0
1615,-0.143,-0.307,-0.428,0.171,-1.843,0.911,0.443,0
1616,-0.977,-0.796,-0.245,0.612,-1.82,-1.362,-1.031,1
1617,-1.178,0.09,-0.559,1.44,0.127,0.71,0.456,0
1618,-1.432,-2.18,-1.91,0.546,-0.1,3.067,0.404,0
1619,-1.326,-0.419,-0.536,1.225,-2.132,-0.007,-0.197,0
1620,-0.06,-1.003,-3.002,-0.928,2.272,0.367,2.309,0
1621,-2.326,1.357,-2.708,0.691,-0.435,1.473,0.147,0
1622,1.357,0.774,1.649,-1.429,4.15,-2.285,3.795,1
1623,1.864,-2.747,0.887,1.41,-3.917,-0.763,-0.918,0
1624,-0.519,-1.34,-0.605,2.087,-2.179,-1.107,-1.638,0
1625,-2.713,-2.79,-0.67,2.61,-0.397,4.67,-0.362,0
1626,0.088,0.014,-0.414,3.366,0.784,0.64,-1.234,1
1627,0.368,0.111,-1.302,0.968,0.12,0.267,0.203,0
1628,-0.48,-0.778,0.627,0.525,-0.455,2.602,-0.045,1
1629,0.301,-5.571,-4.54,4.227,-2.318,1.09,-1.205,1
1630,0.13,0.081,-1.678,0.257,-0.783,2.236,-1.711,1
1631,-5.314,-1.654,2.081,2.065,-0.44,3.187,0.961,0
1632,-2.811,-0.861,2.274,3.547,-1.608,1.637,1.439,0
1633,-0.602,0.693,-1.21,1.957,1.679,0.432,-1.574,1
1634,-0.076,-0.039,-1.925,0.667,0.537,1.665,-1.712,1
1635,-1.333,0.268,-0.163,3.302,-1.782,1.754,0.704,0
1636,-2.217,0.698,-0.825,0.325,2.225,-0.599,-5.001,1
1637,-4.22,-1.736,-2.112,-0.392,3.207,4.012,1.724,0
1638,-1.424,0.329,-1.132,1.596,1.276,0.27,-0.235,1
1639,-1.589,0.397,0.933,2.559,0.35,-3.899,2.381,1
1640,-0.388,-1.141,0.539,0.527,0.437,2.301,0.035,1
1641,0.959,-1.451,0.196,2.147,0.743,1.494,0.796,1
1642,-0.944,-0.165,0.487,-0.105,-0.044,1.46,-2.106,1
1643,-1.806,-0.421,0.197,3.366,-0.444,-0.718,0.669,0
1644,2.215,-2.424,-0.326,1.478,-3.092,-1.368,-2.19,0
1645,0.376,-0.512,1.625,-0.94,0.305,-1.382,3.283,1
1646,0.321,-4.124,3.894,-0.251,0.525,2.891,-0.833,1
1647,-1.484,0.628,-0.425,2.032,1.536,0.821,0.934,0
1648,1.057,-0.394,-5.484,2.009,0.464,5.23,-3.489,0
1649,-2.924,-0.182,1.021,-0.727,0.01,1.001,-2.977,1
1650,-2.068,-1.75,-0.159,0.017,3.374,1.66,1.055,0
1651,-0.223,0.281,0.842,2.277,-0.771,-1.621,1.699,0
1652,2.931,1.487,-2.565,2.313,-3.243,0.454,4.816,0
1653,-0.12,0.433,-2.565,0.533,-0.882,1.953,0.593,1
1654,-1.925,-0.481,1.244,2.32,-2.89,-2.095,0.206,0
1655,0.765,-4.278,-3.226,2.239,-1.491,6.135,-2.588,0
1656,0.591,-1.095,-0.887,2.094,-2.984,-0.34,0.071,0
1657,-0.812,-1.952,-2.037,1.101,2.715,3.434,-0.093,0
1658,-0.378,1.118,0.429,2.385,-1.25,-0.302,-0.688,0
1659,-1.733,-1.364,2.305,0.542,0.831,0.841,2.215,1
1660,-1.903,1.651,-3.316,1.612,-1.28,-0.852,-1.12,1
1661,-1.056,2.834,0.845,-2.92,1.448,-1.793,2.292,1
1662,1.766,-0.527,-2.635,1.674,-3.017,-0.556,-0.491,0
1663,-0.534,-2.468,-0.655,2.108,1.897,2.119,1.724,0
1664,-1.643,1.595,0.306,0.777,0.502,-1.669,0.201,0
1665,0.016,0.321,-0.737,2.017,1.357,-0.434,1.799,0
1666,-2.136,-0.333,0.332,1.535,1.591,1.204,3.032,1
1667,-1.599,-1.559,-0.836,-0.654,-1.001,2.627,-1.715,0
1668,1.464,-1.404,-2.966,0.058,-0.105,0.724,1.519,0
1669,0.775,-3.099,-0.903,0.393,3.287,-1.386,1.877,1
1670,-0.977,-1.197,0.212,0.778,-0.111,-0.848,2.977,0
1671,-1.529,-0.674,0.85,1.884,0.445,0.505,-1.345,1
1672,-1.73,-3.716,-1.192,1.113,-2.465,1.055,-4.547,0
1673,-2.482,-0.888,1.649,0.077,1.907,0.33,-3.322,1
1674,-1.133,-0.462,-2.044,1.561,-3.717,0.492,-0.201,0
1675,2.269,-3.505,-0.741,-0.209,4.144,-0.828,1.063,1
1676,-0.101,-1.259,0.305,2.066,-1.039,0.178,0.28,0
1677,-3.864,-1.529,-0.624,0.607,1.001,1.679,3.221,0
1678,-0.724,-0.149,-1.058,1.533,0.609,0.736,0.204,0
1679,0.905,-2.074,-2.906,0.26,1.845,1.096,4.095,0
1680,-1.233,-0.751,-0.801,1.231,2.747,1.69,0.423,0
1681,-0.184,-2.272,1.011,0.839,-0.578,2.404,0.773,1
1682,-2.91,-1.221,2.519,3.522,4.763,-2.732,-2.149,1
1683,-2.944,-1.588,-0.546,0.945,2.213,3.816,0.461,0
1684,1.522,-1.934,-2.055,-0.3,2.794,0.107,1.585,1
1685,0.563,-1.936,-0.587,2.469,-1.029,-1.695,-1.033,1
1686,-0.901,0.378,-1.385,1.879,-0.71,1.382,-0.442,0
1687,-0.863,-2.576,0.79,1.929,0.772,1.634,-1.231,1
1688,1.158,-3.469,-1.857,1.84,-0.545,-0.12,-1.267,1
1689,-1.849,0.772,-1.348,0.726,2.195,-0.025,-4.654,1
1690,-2.905,0.719,-1.53,1.358,3.075,0.184,-1.63,1
1691,-2.944,-0.902,3.125,1.238,2.598,-1.084,-1.871,1
1692,-1.008,2.454,-2.971,0.542,-0.525,-0.169,1.807,1
1693,2.903,-0.748,-1.608,0.837,-0.559,0.723,0.819,1
1694,-3.493,0.272,2.26,-1.612,3.009,-0.329,-1.679,1
1695,1.352,-2.032,0.345,4.527,-2.259,-2.297,0.023,0
1696,-3.171,-0.64,-2.016,1.256,1.262,5.752,-2.177,0
1697,0.35,-0.97,-1.08,4.918,-3.013,-2.248,0.556,0
1698,-0.949,-1.562,-0.11,0.785,0.18,-0.134,1.367,0
1699,-2.179,0.534,0.206,1.412,2.475,-0.369,-1.912,1
1700,-3.093,-0.689,1.319,-0.364,1.139,1.304,0.71,1
1701,-0.284,-1.383,0.248,2.624,1.869,0.949,-0.295,1
1702,-5.646,-1.882,-2.136,-2.067,0.59,5.755,-4.107,0
1703,-1.318,-3.237,2.998,2.497,3.05,-0.66,-2.054,1
1704,-2.301,-0.754,-1.812,-0.065,1.429,2.404,-0.377,0
1705,0.455,-3.034,-1.405,0.599,1.433,-0.823,-0.453,1
1706,-1.752,1.228,0.226,0.669,-0.094,-0.07,1.293,0
1707,0.522,0.653,-3.069,2.955,-1.741,-0.726,-1.984,1
1708,-2.856,0.559,1.784,-1.089,0.052,1.381,1.046,0
1709,-1.754,-0.617,-0.273,1.021,1.28,-0.303,-2.281,0
1710,-1.482,-2.754,2.072,2.422,2.5,0.839,1.967,1
1711,3.297,-1.642,-4.228,2.171,-0.553,1.45,-2.8,1
1712,-2.296,2.464,-5.893,0.231,-0.921,5.204,2.78,0
1713,2.707,-1.601,-3.173,-0.17,-0.469,2.183,0.821,1
1714,-1.732,-0.267,-4.964,0.566,1.058,3.363,-2.492,0
1715,0.567,1.696,-2.507,0.364,-1.033,2.002,2.904,0
1716,0.644,-3.054,-2.734,2.097,-1.999,0.922,-3.256,0
1717,0.084,0.478,-1.492,0.118,3.146,-0.127,-0.452,0
1718,-1.657,-1.311,-0.355,2.671,-1.401,0.619,0.044,0
1719,-2.877,-2.882,-1.098,1.76,2.267,3.683,2.221,0
1720,1.8,-2.447,-0.999,0.93,0.355,-0.05,0.813,1
1721,-2.427,-2.743,1.775,1.064,-2.685,0.714,-1.263,0
1722,-2.635,-1.377,0.436,1.355,1.552,1.253,2.621,0
1723,0.084,0.502,0.394,0.832,4.048,-3.315,2.505,1
1724,-0.347,-0.71,-0.726,-2.186,1.683,-0.243,1.935,1
1725,0.778,-1.626,-1.793,0.052,2.796,1.091,0.09,0
1726,3.643,-2.801,-1.168,0.429,2.559,0.342,2.106,1
1727,1.131,-1.474,0.963,1.314,0.796,0.677,-2.687,1
1728,1.191,-1.427,-1.462,2.441,-0.033,-0.495,2.697,1
1729,-1.329,0.545,-1.163,2.928,-1.837,-1.879,0.051,1
1730,1.366,-2.695,0.95,1.969,-1.958,-1.182,-1.634,0
1731,1.417,-0.451,-2.5,1.9,1.73,2.024,-2.658,0
